繁體	兼容格式	頁碼
人家事體頭頂過，自家事體穿心過。	gnin ko zy thi deu tin kou, zhi ko zy thi tshoe shin kou.	419
到了八十八，莫笑人家嘸腳色。	tau laq paq zyuq paq, mhau shiau gnin ko mh ciaq saq.	419
到了八十八，莫笑人家嘸腳色。	tau laq paq zyuq paq, mau shiau gnin ko mh ciaq saq.	419
人心都是肉做。	gnin shin tu zy gnioq tsou.	419
海蜇水做，人心肉做。	he ciq syu tsou, gnin shin gnioq tsou.	419
人心難料，鴨肫難剝。	gnin shin nae liau, aq tsyun nae poq.	419
人心難量，海水難測。	gnin shin nae lian, he syu nae tshaq.	419
心網弗定，起課算命。	shin maon vaq din, chi khou soe min.	419
心網勿定，起課算命。	shin maon vaq din, chi khou soe min.	419
有心好甮竈頭立，嘸心腳骨要立直。	yeu shin hau ven tsau deu liq, mh shin ciaq kuaq iau liq jiq.	419
疑心生暗鬼。	gni shin san ei-e ciu.	419
講人嘸心，聽人有意。	kaon gnin mh shin, thin gnin yeu i.	419
欺心犯心，犯着自身。	chi shin vae shin, vae dzoq zhi shin.	419
欺心犯心，犯着自身。	chi shin vae shin, vae zoq zhi shin.	419
官迷心竅要作惡，錢迷人眼要發昏。	kun mi shin chiau iau tsoq oq, ji mi gnin ngae iau faq huen.	419
蘿蔔青菜，各有所愛。	lou boq chin tshe, koq yeu so e.	419
只有看中意，嘸沒做中意。	ciq yeu khi-khe tson i, mh mhaq tsou tson i.	419
做中意弗如看中意。	tsou tson i vaq zyu khi-khe tson i.	419
做中意勿如看中意。	tsou tson i vaq zyu khi-khe tson i.	419
自說自有理，自做自中意。	zhi syuq zhi yeu li, zhi tsou zhi tson i.	419
千金難買自中意。	chi cin nae ma zhi tson i.	419
褲帶縛打個結的。	khu ta bou tan goq ciq tiq.	420
褲帶縛打個結的。	khu ta bou tan ghoq ciq tiq.	420
好記性弗如爛筆頭。	hau ci shin vaq zyu lae piq deu.	420
好記性勿如爛筆頭。	hau ci shin vaq zyu lae piq deu.	420
一記打，一記挼。	iq ci tan, iq ci nou.	420
一弗打和尚，二弗打黃胖。	iq vaq tan ghou zaon, gni vaq tan waon phaon.	420
一勿打和尚，二勿打黃胖。	iq vaq tan ghou zaon, gni vaq tan waon phaon.	420
一手遮弗住天。	iq shieu tso vaq dzyu thi.	420
一手遮勿住天。	iq shieu tso vaq dzyu thi.	420
雙拳難敵四手。	saon jiu nae diq sy shieu.	420
好漢弗上兩，上兩要𤖼鯗。	hau he vaq zaon lian, zaon lian iau phaq shian.	420
好漢弗上兩，上兩要𤖼鯗。	hau hei- vaq zaon lian, zaon lian iau phaq shian.	420
好漢勿上兩，上兩要𤖼鯗。	hau he vaq zaon lian, zaon lian iau phaq shian.	420
好漢勿上兩，上兩要𤖼鯗。	hau hei- vaq zaon lian, zaon lian iau phaq shian.	420
一隻碗弗響，兩隻碗平彭。	iq tsaq un vaq shian, lian tsaq un bin ban.	420
一隻碗勿響，兩隻碗平彭。	iq tsaq un vaq shian, lian tsaq un bin ban.	420
百步嘸輕擔。	paq bu mh chin tae.	420
輕擔讓重擔，空手讓挈籃。	chin tae gnian dzon tae, khon shieu gnian chiq lae.	420
慢磨出細粉。	mae mou tshyuq shi fen.	420
礱糠搓繩起頭難。	lon khaon tshou zhin chi deu nae.	420
好走攏眼，壞走開眼。	hau tseu lon ngae, ua tseu khe ngae.	420
好做酒，疲做醋。	hau tsou cieu, bi tsou tshu.	420
喊破嗓子，弗如做出樣子。	hae phou saon tsy, vaq zyu tsou tshyuq yan tsy.	420
喊破嗓子，勿如做出樣子。	hae phou saon tsy, vaq zyu tsou tshyuq yan tsy.	420
做做做弗煞，氣氣要氣煞。	tsou tsou tsou vaq saq, chi chi iau chi saq.	420
做做做勿煞，氣氣要氣煞。	tsou tsou tsou vaq saq, chi chi iau chi saq.	420
做做𣍐做煞，喫喫要喫煞。	tsou tsou vei tsou saq, chioq chioq iau chioq saq.	420
隔夜飯好喫，隔壁氣難受。	kaq ya vae hau chioq, kaq piq chi nae zhieu.	420
有力長頭髮，嘸力長指甲。	yeu liq cian deu faq, mh liq cian tsy khaq.	420
底子單薄，動着出膊。	ti tsy tae boq, don dzoq tshyuq poq.	420
底子單薄，動着出膊。	ti tsy tae boq, don zoq tshyuq poq.	420
前磕跌，後做忌。	zhi khaq tiq, gheu tsou ji.	420
弗會寫字多蘸筆，弗會走路多磕跌。	vaq wei shia zy tou tsae piq, vaq wei tseu lu tou khaq tiq.	420
勿會寫字多蘸筆，勿會走路多磕跌。	vaq wei shia zy tou tsae piq, vaq wei tseu lu tou khaq tiq.	420
一日撥蛇咬，三年怕草繩。	iq gniq paq dzo ngau, sae gni pho tshau zhin.	420
一弗可賭食，二弗可賭力。	iq vaq khou tu zhiq, gni vaq khou tu liq.	420
一勿可賭食，二勿可賭力。	iq vaq khou tu zhiq, gni vaq khou tu liq.	420
棍棒打弗出孝子。	kuen baon tan vaq tshyuq shiau tsy.	420
棍棒打勿出孝子。	kuen baon tan vaq tshyuq shiau tsy.	420
大人弗像，小人看樣。	dou gnin vaq zhian, shiau gnin khi-khe yan.	420
大人勿像，小人看樣。	dou gnin vaq zhian, shiau gnin khi-khe yan.	420
爹有弗如孃有，孃有弗如懷裏有。	tia yeu vaq zyu gnian yeu, gnian yeu vaq zyu wa li yeu.	420
爹有弗如孃有，孃有弗如懷裏有。	tia yeu vaq zyu gnian yeu, gnian yeu vaq zyu gua li yeu.	420
爹有勿如孃有，孃有勿如懷裏有。	tia yeu vaq zyu gnian yeu, gnian yeu vaq zyu wa li yeu.	420
爹有勿如孃有，孃有勿如懷裏有。	tia yeu vaq zyu gnian yeu, gnian yeu vaq zyu gua li yeu.	420
撐船看船頭，耕田看牛頭。	tshan zoe khi-khe zoe deu, kan di khi-khe ngeu deu.	420
船到橋門自會直，弗是碰就是別。	zoe tau jiau men zhi wei jiq, vaq zy ban jieu zy biq.	420
船到橋門自會直，勿是碰就是別。	zoe tau jiau men zhi wei jiq, vaq zy ban jieu zy biq.	420
禮拜弗過三，過三就轉彎。	li pa vaq kou sae, kou sae jieu tsoe uae.	421
禮拜勿過三，過三就轉彎。	li pa vaq kou sae, kou sae jieu tsoe uae.	421
頭口奶要喫好。	deu kheu na iau chioq hau.	421
小怕噎，老怕跌。	shiau pho iq, lau pho tiq.	421
小來怕剃頭，老來怕看牛。	shiau le pho thi deu, lau le pho khi-khe ngeu.	421
慢廿歲，快三十。	mae ne-gnie syu, khua sae zyuq.	421
人到三十頂風光，船到𦪴子頂會裝。	gnin tau sae zyuq tin fon kuaon, zoe tau laq tsy tin wei tsaon.	421
人過四十天過午，逐漸走向下坡路。	gnin kou sy zyuq thi kou wu, dzoq ji tseu shian gho phou lu.	421
六十弗留宿，七十弗留食。	loq zyuq vaq lieu soq, chiq zyuq vaq lieu zhiq.	421
六十勿留宿，七十勿留食。	loq zyuq vaq lieu soq, chiq zyuq vaq lieu zhiq.	421
人老露筋，船老露釘。	gnin lau lu cin, zoe lau lu tin.	421
田老生草，人老是寶。	di lau san tshau, gnin lau zy pau.	421
樹老半心空，人老萬事通。	zyu lau pun shin khon, gnin lau vae zy thon.	421
三歲合棺材，到老用勒着。	sae syu kaq kun dze, tau lau yon laq dzoq.	421
三歲合棺材，到老用勒着。	sae syu kaq kun dze, tau lau yon laq zoq.	421
揀日弗如撞日。	kae gniq vaq zyu dzaon gniq.	421
揀日勿如撞日。	kae gniq vaq zyu dzaon gniq.	421
日腳好揀，天時難揀。	gniq ciaq hau kae, thi zy nae kae.	421
只有自來人，嘸沒望來人。	ciq yeu zy le gnin, mh mhaq maon le gnin.	421
討飯也要討上前。	thau vae gha iau thau zaon zhi.	421
討飯也要討上前。	thau vae ya iau thau zaon zhi.	421
豬癲病也要學三分。	tsyu ti bin gha iau ghoq sae fen.	421
豬癲病也要學三分。	tsyu ti bin ya iau ghoq sae fen.	421
女怕團蕩男怕壽。	gniu pho doe daon nei-nae pho zhieu.	421
舊個弗去，新個弗來。	jieu goq vaq chi, shin goq vaq le.	421
舊個弗去，新個弗來。	jieu ghoq vaq chi, shin ghoq vaq le.	421
舊個勿去，新個勿來。	jieu goq vaq chi, shin goq vaq le.	421
舊個勿去，新個勿來。	jieu ghoq vaq chi, shin ghoq vaq le.	421
三年藥店半郎中。	sae gni yaq ti pun laon tson.	421
死了殺豬屠，𣍐喫帶毛豬。	shi laq saq tsyu du, vei chioq ta mau tsyu.	421
秀才造反，三年弗成。	shieu dze zau fae, sae gni vaq jin.	421
秀才造反，三年勿成。	shieu dze zau fae, sae gni vaq jin.	421
外紐看邊，裏紐看天。	nga gnieu khi-khe pi, li gnieu khi-khe thi.	421
賊來嘸空手。	zaq le mh khon shieu.	421
人家屋裏莫去張，當心人家當賊弶。	gnin ko oq li mhau chi cian, taon shin gnin ko taon zaq jian.	421
人家屋裏莫去張，當心人家當賊弶。	gnin ko oq li mau chi cian, taon shin gnin ko taon zaq jian.	421
箍桶限卯，越限越小。	khu don ghae mau, yuq ghae yuq shiau.	421
箍桶限卯，越限越小。	khou don ghae mau, yuq ghae yuq shiau.	421
小洞弗補，大洞喫苦。	shiau don vaq pu, dou don chioq khu.	421
小洞勿補，大洞喫苦。	shiau don vaq pu, dou don chioq khu.	421
上樑弗正，下樑錯拼。	zaon lian vaq cin, gho lian tshou phin.	421
上樑勿正，下樑錯拼。	zaon lian vaq cin, gho lian tshou phin.	421
隔行如隔山。	kaq ghaon zyu kaq sae.	421
做一行，怨一行。	tsou iq ghaon, iu iq ghaon.	422
賒一千弗如現八百。	so iq chi vaq zyu yi paq paq.	422
賒一千勿如現八百。	so iq chi vaq zyu yi paq paq.	422
豬多肉賤，水漲船高。	tsyu tou gnioq zhi, syu cian zoe kau.	422
田要買做畈，屋要買四散。	di iau ma tsou pae, oq iau ma sy sae.	422
買屋買走路，買田買水路。	ma oq ma tseu lu, ma di ma syu lu.	422
有錢弗買疙瘩產。	yeu ji vaq ma kaq taq tshae.	422
有錢勿買疙瘩產。	yeu ji vaq ma kaq taq tshae.	422
日倒屋，夜倒橋。	gniq tau oq, ya tau jiau.	422
積穀防饑，養兒防老。	ciq koq baon ci, ian er baon lau.	422
麻雀要囥三日糧。	mo cian iau khaon sae gniq lian.	422
晴天要帶雨天糧。	zhin thi iau ta yu thi lian.	422
一人囥，百人尋。	iq gnin khaon, paq gnin zhin.	422
湯糰好喫磨難挨。	thaon doe hau chioq mou nae a.	422
猛火弗怕溼柴。	man hou vaq pho shiq za.	422
猛火勿怕溼柴。	man hou vaq pho shiq za.	422
重石頭壓出臭鹹齏。	dzon zaq deu aq tshyuq chieu ghae ci.	422
爛泥惡做惡，燥了會褪殼。	nae gni oq tsou oq, sau laq wei then khoq.	422
爛泥惡做惡，燥了會褪殼。	na gni oq tsou oq, sau laq wei then khoq.	422
歪瓜爛桃子。	hua kuo lae dau tsy.	422
好花弗香，香花弗好。	hau huo vaq shian, shian huo vaq hau.	422
好花勿香，香花勿好。	hau huo vaq shian, shian huo vaq hau.	422
籮裏揀花，越揀越花。	lou li kae huo, yuq kae yuq huo.	422
無風弗起滾頭浪。	vu fon vaq chi kuen deu laon.	422
無風弗起滾頭浪。	wu- fon vaq chi kuen deu laon.	422
無風勿起滾頭浪。	vu fon vaq chi kuen deu laon.	422
無風勿起滾頭浪。	wu- fon vaq chi kuen deu laon.	422
強盜嫉生良心。	jian dau jiq san lian shin.	422
人有良心，叫花子𣍐庉涼亭。	gnin yeu lian shin, kau huo tsy vei den lian din.	422
人有良心，狗𣍐喫涴。	gnin yeu lian shin, keu vei chioq ou.	422
人有良心，狗𣍐喫屙。	gnin yeu lian shin, keu vei chioq ou.	422
黃狗改弗了喫涴。	waon keu ke vaq laq chioq ou.	422
黃狗改弗了喫涴。	waon ki-ke ke vaq laq chioq ou.	422
黃狗改弗了喫涴。	wu keu ke vaq laq chioq ou.	422
黃狗改弗了喫涴。	wu ki-ke ke vaq laq chioq ou.	422
黃狗改弗了喫屙。	waon keu ke vaq laq chioq ou.	422
黃狗改弗了喫屙。	waon ki-ke ke vaq laq chioq ou.	422
黃狗改弗了喫屙。	wu keu ke vaq laq chioq ou.	422
黃狗改弗了喫屙。	wu ki-ke ke vaq laq chioq ou.	422
黃狗改勿了喫涴。	waon keu ke vaq laq chioq ou.	422
黃狗改勿了喫涴。	waon ki-ke ke vaq laq chioq ou.	422
黃狗改勿了喫涴。	wu keu ke vaq laq chioq ou.	422
黃狗改勿了喫涴。	wu ki-ke ke vaq laq chioq ou.	422
黃狗改勿了喫屙。	waon keu ke vaq laq chioq ou.	422
黃狗改勿了喫屙。	waon ki-ke ke vaq laq chioq ou.	422
黃狗改勿了喫屙。	wu keu ke vaq laq chioq ou.	422
黃狗改勿了喫屙。	wu ki-ke ke vaq laq chioq ou.	422
會叫黃狗弗咬人。	wei ciau waon keu vaq ngau gnin.	422
會叫黃狗弗咬人。	wei ciau waon ki-ke vaq ngau gnin.	422
會叫黃狗弗咬人。	wei ciau wu keu vaq ngau gnin.	422
會叫黃狗弗咬人。	wei ciau wu ki-ke vaq ngau gnin.	422
會叫黃狗勿咬人。	wei ciau waon keu vaq ngau gnin.	422
會叫黃狗勿咬人。	wei ciau waon ki-ke vaq ngau gnin.	422
會叫黃狗勿咬人。	wei ciau wu keu vaq ngau gnin.	422
會叫黃狗勿咬人。	wei ciau wu ki-ke vaq ngau gnin.	422
東山老虎要拖人，西山老虎也拖人。	ton sae lau fu iau thou gnin, shi sae lau fu gha thou gnin.	422
東山老虎要拖人，西山老虎也拖人。	ton sae lau fu iau thou gnin, shi sae lau fu ya thou gnin.	422
暴喫饅頭三口生。	bau chioq mun deu sae kheu san.	423
事非經過弗知難。	zy fi cin kou vaq tsyu nae.	423
事非經過勿知難。	zy fi cin kou vaq tsyu nae.	423
弗當家弗知柴米貴，弗養兒弗知父母恩。	vaq taon ko vaq tsyu za mi ciu, vaq ian er vaq tsyu vu meu en.	423
勿當家勿知柴米貴，勿養兒勿知父母恩。	vaq taon ko vaq tsyu za mi ciu, vaq ian er vaq tsyu vu meu en.	423
要知父母恩，懷裏抱子孫。	iau tsyu vu meu en, wa li bau tsy sen.	423
養兒方知孃辛苦。	ian er faon tsyu gnian shin khu.	423
弗經冬寒，弗知春暖。	vaq cin ton ghei-ghe, vaq tsyu tshyun noe.	423
勿經冬寒，勿知春暖。	vaq cin ton ghei-ghe, vaq tsyu tshyun noe.	423
要知蜜糖甜，先嚐黃連苦。	iau tsyu miq daon di, shi zaon waon li khu.	423
蠟燭弗點弗亮，菩薩弗塑弗像。	laq tsoq vaq ti vaq lian, bu saq vaq soq vaq zhian.	423
蠟燭勿點勿亮，菩薩勿塑勿像。	laq tsoq vaq ti vaq lian, bu saq vaq soq vaq zhian.	423
弗受挫折，弗長知識。	vaq zhieu tshou ciq, vaq cian tsyu shiq.	423
勿受挫折，勿長知識。	vaq zhieu tshou ciq, vaq cian tsyu shiq.	423
喫回苦頭學回儇。	chioq wei khu deu ghoq wei huae.	423
多做事體多出錯。	tou tsou zy thi tou tshyuq tshou.	423
多滰碗盞多敲碎。	tou jian un tsae tou khau sei.	423
種田人曉得三分天。	tson di gnin shiau taq sae fen thi.	423
做過三年瓦匠，看慣星象。	tsou kou sae gni ngo zhian, khi-khe kuae shin zhian.	423
嘴上嘸毛，辦事弗牢。	tsyu zaon mh mau, bae zy vaq lau.	423
嘴上嘸毛，辦事勿牢。	tsyu zaon mh mau, bae zy vaq lau.	423
頭夜忖忖千條路，第二天亮摸原路。	deu ya tshen tshen chi diau lu, di gni thiq gnian moq gniu lu.	423
頭夜忖忖千條路，第二天亮摸原路。	deu ya tshen tshen chi diau lu, di gni thi gnian moq gniu lu.	423
見死弗救大惡人。	ci shi vaq cieu dou oq gnin.	423
見死勿救大惡人。	ci shi vaq cieu dou oq gnin.	423
大欺小，弗公道；大幫小，刮刮叫。	dou chi shiau, vaq kon dau; dou paon shiau, kuaq kuaq ciau.	423
大欺小，勿公道；大幫小，刮刮叫。	dou chi shiau, vaq kon dau; dou paon shiau, kuaq kuaq ciau.	423
瓶口好塞，人口難扎。	bin kheu hau saq, gnin kheu nae tsaq.	423
擋勒住千人手，擋弗住千人嘴。	taon laq dzyu chi gnin shieu, taon vaq dzyu chi gnin tsyu.	423
擋勒住千人手，擋勿住千人嘴。	taon laq dzyu chi gnin shieu, taon vaq dzyu chi gnin tsyu.	423
啥人背後弗講人，啥人背後嘸人講。	soq gnin pei gheu vaq kaon gnin, soq gnin pei gheu mh gnin kaon.	423
啥人背後弗講人，啥人背後嘸人講。	so gnin pei gheu vaq kaon gnin, so gnin pei gheu mh gnin kaon.	423
啥人背後弗講人，啥人背後嘸人講。	sou gnin pei gheu vaq kaon gnin, sou gnin pei gheu mh gnin kaon.	423
啥人背後勿講人，啥人背後嘸人講。	soq gnin pei gheu vaq kaon gnin, soq gnin pei gheu mh gnin kaon.	423
啥人背後勿講人，啥人背後嘸人講。	so gnin pei gheu vaq kaon gnin, so gnin pei gheu mh gnin kaon.	423
啥人背後勿講人，啥人背後嘸人講。	sou gnin pei gheu vaq kaon gnin, sou gnin pei gheu mh gnin kaon.	423
啥人詏我做賊，巴掌喫其腐𤒻𤒻。	soq gnin au ngo tsou zaq, po tsaon chioq ji vu daq daq.	423
啥人詏我做賊，巴掌喫其腐𤒻𤒻。	so gnin au ngo tsou zaq, po tsaon chioq ji vu daq daq.	423
啥人詏我做賊，巴掌喫其腐𤒻𤒻。	sou gnin au ngo tsou zaq, po tsaon chioq ji vu daq daq.	423
抲賊抲贓，抲弗着喫巴掌。	kho zaq kho tsaon, kho vaq dzoq chioq po tsaon.	424
抲賊抲贓，抲弗着喫巴掌。	kho zaq kho tsaon, kho vaq zoq chioq po tsaon.	424
抲賊抲贓，抲勿着喫巴掌。	kho zaq kho tsaon, kho vaq dzoq chioq po tsaon.	424
抲賊抲贓，抲勿着喫巴掌。	kho zaq kho tsaon, kho vaq zoq chioq po tsaon.	424
扁擔尋皵頭，豆腐挑骨頭。	pi tae zhin chiq deu, deu vu thiau kuaq deu.	424
衆人眼是秤，好壞頂分明。	tson gnin ngae zy chin, hau ua tin fen min.	424
左鄰右舍是桿秤，隔河兩岸是面鏡。	tsou lin yeu so zy ki-ke chin, kaq ghou lian nge zy mi cin.	424
渾水越澄越清，是非越辨越明。	wen syu yuq jin yuq chin, zy fi yuq bi yuq min.	424
天怕東風雨，人怕牀頭鬼。	thi pho ton fon yu, gnin pho zaon deu ciu.	424
嘴如蜜糖，心如砒霜。	tsyu zyu miq daon, shin zyu phi saon.	424
七歲弶八歲。	chiq syu jian paq syu.	424
拳頭大，做阿哥。	jiu deu dou, tsou aq kou.	424
胡嚨胖，做大王。	wu lon phaon, tsou dou waon.	424
舌長事多，夜長夢多。	zhiq jian zy tou, ya jian mon tou.	424
知事少，煩惱少；識人多，是非多。	tsyu zy shiau, vae nau shiau; shiq gnin tou, zy fi tou.	424
多管閒賬多喫屁。	tou kun ghae cian tou chioq phi.	424
一好𣍐造孽，兩好𣍐抲跌。	iq hau vei zau gniq, lian hau vei kho tiq.	424
屋怕弗穩，人怕忘本。	oq pho vaq uen, gnin pho maon pen.	424
屋怕勿穩，人怕忘本。	oq pho vaq uen, gnin pho maon pen.	424
死人臭，一𡍲臭；活人臭，𡍲𡍲臭。	shi gnin chieu, iq thaq chieu; waq gnin chieu, thaq thaq chieu.	424
真理總只一條，是非難逃公論。	cin li tson ciq iq diau, zy fi nae dau kon len.	424
三百六十行，行行弗落檔。	sae paq loq zyuq ghaon, ghaon ghaon vaq loq taon.	424
三百六十行，行行勿落檔。	sae paq loq zyuq ghaon, ghaon ghaon vaq loq taon.	424
教書欠通，討飯欠窮。	kau syu chi thon, thau vae chi jion.	425
生活𣍐做，排場大大。	san waq vei tsou, ba jian dou dou.	425
生活𣍐做，排場大大。	san wo vei tsou, ba jian dou dou.	425
糕糊塞飽，腦髓粉燥。	kau wu saq pau, nau shi fen sau.	425
活靈弗生，只會拖羹。	waq lin vaq san, ciq wei thou kan.	425
活靈勿生，只會拖羹。	waq lin vaq san, ciq wei thou kan.	425
活靈弗生，飯弗喫喫羹。	waq lin vaq san, vae vaq chioq chioq kan.	425
活靈勿生，飯勿喫喫羹。	waq lin vaq san, vae vaq chioq chioq kan.	425
走𣍐走想奔。	tseu vei tseu shian pen.	425
勤力撥懶笑。	jin liq paq lae shiau.	425
看人挑擔弗着力。	khi-khe gnin thiau tae vaq jiaq liq.	425
看人挑擔勿着力。	khi-khe gnin thiau tae vaq jiaq liq.	425
買來帽子等頭大。	ma le mau tsy ten deu dou.	425
裝睏着，等忘記。	tsaon khuen dzoq, ten maon ci.	425
裝睏着，等忘記。	tsaon khuen zoq, ten maon ci.	425
三兩蝤蛑四兩縛。	sae lian jieu meu sy lian bou.	425
撮只櫓烏珠想打船。	tshaq ciq lu u tsyu shian tan zoe.	425
蘿蔔賣完，秤花還只曉得。	lou boq ma wun, chin huo wa ciq shiau taq.	425
蘿蔔賣完，秤花還只曉得。	lou boq ma wun, chin huo gha ciq shiau taq.	425
挑礱糠弗曉得輕，挑豬涴弗曉得重。	thiau lon khaon vaq shiau taq chin, thiau tsyu ou vaq shiau taq dzon.	425
挑礱糠勿曉得輕，挑豬涴勿曉得重。	thiau lon khaon vaq shiau taq chin, thiau tsyu ou vaq shiau taq dzon.	425
挑礱糠弗曉得輕，挑豬屙弗曉得重。	thiau lon khaon vaq shiau taq chin, thiau tsyu ou vaq shiau taq dzon.	425
挑礱糠勿曉得輕，挑豬屙勿曉得重。	thiau lon khaon vaq shiau taq chin, thiau tsyu ou vaq shiau taq dzon.	425
日裏扛到夜裏，菩薩還來廟裏。	gniq li kaon tau ya li, bu saq wa le miau li.	425
日裏扛到夜裏，菩薩還來廟裏。	gniq li gaon tau ya li, bu saq wa le miau li.	425
日裏扛到夜裏，菩薩還來廟裏。	gniq li kaon tau ya li, bu saq gha le miau li.	425
日裏扛到夜裏，菩薩還來廟裏。	gniq li gaon tau ya li, bu saq gha le miau li.	425
日裏講到夜裏，菩薩還來廟裏。	gniq li kaon tau ya li, bu saq wa le miau li.	425
日裏講到夜裏，菩薩還來廟裏。	gniq li kaon tau ya li, bu saq gha le miau li.	425
城隍廟得病，土地堂將息。	jin waon miau taq bin, thu di daon cian shiq.	425
拔蘿蔔人逃走了，𠑞涴人抲牢了。	baq lou boq gnin dau tseu lei, dza ou gnin kho lau lei.	425
拔蘿蔔人逃走了，𠑞屙人抲牢了。	baq lou boq gnin dau tseu lei, dza ou gnin kho lau lei.	425
拔蘿蔔人逃走了，射涴人抲牢了。	baq lou boq gnin dau tseu lei, dza ou gnin kho lau lei.	425
拔蘿蔔人逃走了，射屙人抲牢了。	baq lou boq gnin dau tseu lei, dza ou gnin kho lau lei.	425
拔蘿蔔人逃走了，撒涴人抲牢了。	baq lou boq gnin dau tseu lei, dza ou gnin kho lau lei.	425
拔蘿蔔人逃走了，撒屙人抲牢了。	baq lou boq gnin dau tseu lei, dza ou gnin kho lau lei.	425
拔蘿蔔人逃走𡀂，𠑞涴人抲牢𡀂。	baq lou boq gnin dau tseu lei, dza ou gnin kho lau lei.	425
拔蘿蔔人逃走𡀂，𠑞屙人抲牢𡀂。	baq lou boq gnin dau tseu lei, dza ou gnin kho lau lei.	425
拔蘿蔔人逃走𡀂，射涴人抲牢𡀂。	baq lou boq gnin dau tseu lei, dza ou gnin kho lau lei.	425
拔蘿蔔人逃走𡀂，射屙人抲牢𡀂。	baq lou boq gnin dau tseu lei, dza ou gnin kho lau lei.	425
拔蘿蔔人逃走𡀂，撒涴人抲牢𡀂。	baq lou boq gnin dau tseu lei, dza ou gnin kho lau lei.	425
拔蘿蔔人逃走𡀂，撒屙人抲牢𡀂。	baq lou boq gnin dau tseu lei, dza ou gnin kho lau lei.	425
有愁嘸愁，愁六月嘸日頭。	yeu zeu mh zeu, zeu loq yuq mh gniq deu.	425
好省弗省，唸佛送鯗。	hau san vaq san, ne-gnie vaq son shian.	425
好省勿省，唸佛送鯗。	hau san vaq san, ne-gnie vaq son shian.	425
好省弗省，鹹魚放生。	hau san vaq san, ghae ng faon san.	425
好省勿省，鹹魚放生。	hau san vaq san, ghae ng faon san.	425
涴裏拌糟，越拌越糟。	ou li bun tsau, yuq bun yuq tsau.	425
屙裏拌糟，越拌越糟。	ou li bun tsau, yuq bun yuq tsau.	425
等儂得知，外甥八歲。	ten nou taq tsyu, nga san paq syu.	425
晴天弗肯走，直到雨淋頭。	zhin thi vaq khen tseu, jiq tau yu lin deu.	425
晴天勿肯走，直到雨淋頭。	zhin thi vaq khen tseu, jiq tau yu lin deu.	425
急急一日，沓沓一月。	ciq ciq iq gniq, thaq thaq iq yuq.	425
日裏趬趬走四方，夜到生三補褲襠。	gniq li chiau chiau tseu sy faon, ya tau sen sae pu khu taon.	425
平時弗燒香，急來抱佛腳。	bin zy vaq shiau shian, ciq le bau vaq ciaq.	425
平時勿燒香，急來抱佛腳。	bin zy vaq shiau shian, ciq le bau vaq ciaq.	425
忖忖好像諸葛亮，做出事體三弗像。	tshen tshen hau zhian tsyu kaq lian, tsou tshyuq zy thi sae vaq zhian.	425
忖忖好像諸葛亮，做出事體三勿像。	tshen tshen hau zhian tsyu kaq lian, tsou tshyuq zy thi sae vaq zhian.	425
喫飯打先鋒，做生活打瞌𥅻。	chioq vae tan shi fon, tsou san waq tan khaq tshon.	425
喫飯打先鋒，做生活打瞌𥅻。	chioq vae tan shi fon, tsou san wo tan khaq tshon.	425
掃地掃個地中央，滰面滰個鼻頭樑。	sau di sau goq di tson gnian, jian mi jian goq baq deu lian.	425
掃地掃個地中央，滰面滰個鼻頭樑。	sau di sau ghoq di tson gnian, jian mi jian ghoq baq deu lian.	425
掃地掃個地中央，滰面滰個鼻頭樑。	sau di sau goq di tson gnian, jian mi jian goq baq deu gnian.	425
掃地掃個地中央，滰面滰個鼻頭樑。	sau di sau ghoq di tson gnian, jian mi jian ghoq baq deu gnian.	425
大懶差小懶，小懶使腳板。	dou lae tsha shiau lae, shiau lae sy ciaq pae.	426
一堆涴割割喫。	iq tei ou kaq kaq chioq.	426
一堆屙割割喫。	iq tei ou kaq kaq chioq.	426
捏勒卵子弗𠑞尿。	gniaq laq loe tsy vaq dza syu.	426
捏勒卵子勿𠑞尿。	gniaq laq loe tsy vaq dza syu.	426
新尿瓶等弗到夜。	shin syu bin ten vaq tau ya.	426
新尿瓶等勿到夜。	shin syu bin ten vaq tau ya.	426
三年飯討過，官都弗肯做。	sae gni vae thau kou, kun tu vaq khen tsou.	426
三年飯討過，官都勿肯做。	sae gni vae thau kou, kun tu vaq khen tsou.	426
快活似神仙，屁股生臀趼。	khua waq zy zyun shi, phi ku san den kni.	426
好日黃狗奔弄堂。	hau gniq waon keu pen lon daon.	426
好日黃狗奔弄堂。	hau gniq waon ki-ke pen lon daon.	426
好日黃狗奔弄堂。	hau gniq wu keu pen lon daon.	426
好日黃狗奔弄堂。	hau gniq wu ki-ke pen lon daon.	426
差狗弗如自走。	tsha keu vaq zyu zhi tseu.	426
差狗勿如自走。	tsha keu vaq zyu zhi tseu.	426
好狗弗攔路，好鐵弗打釘。	hau keu vaq lae lu, hau thiq vaq tan tin.	426
好狗勿攔路，好鐵勿打釘。	hau keu vaq lae lu, hau thiq vaq tan tin.	426
貪自家肚下門。	thei zhi ko du gho men.	426
貪賤買老牛，一年倒兩頭。	thei zhi ma lau ngeu, iq gni tau lian deu.	426
貪眼小便宜，管着老價鈿。空高興，大番餅。	thei ngae shiau bi gni, kun dzoq lau ko di. khon kau shin, dou fae pin.	426
貪眼小便宜，管着老價鈿。空高興，大番餅。	thei ngae shiau bi gni, kun zoq lau ko di. khon kau shin, dou fae pin.	426
